Kiswahili,Kikuyu
maana nimekufanya kuwa baba wa mataifa mengi .,amu nĩndagũtua ithe wa ndũũrĩrĩ nyingĩ .
Atamchinjia upande wa kaskazini wa madhabahu ,amĩthĩnjĩre mwena wa na rũgongo wa kĩgongoona 
“ Baba ni Bethueli mwana wa Nahori na Milka  .,“ Baaba nĩ Bethueli mũrũ wa Nahori na Milika .
Tena Shetani akampeleka ndani ya mji mtakatifu,Ningi Mucukani akimutwara thiini wa ituura itheru
Ikiwa Kaini atalipizwa mara saba mtu akimuua ,Angĩkorwo Kaini akaarĩhĩrio maita mũgwanja mũndũ angĩmũũraga 
kutoka upande wa Mashariki wakaja Yerusalemu ,kuuma mwena wa Irathiro magiuka Jerusalemu 
 Watu wale wasio wagonjwa hawahitaji daktari , Andu aria matari arwaru matibataraga ndagitari 
nchi ya Wakaldayo  nikupe nchi hii iwe yako .,bũrũri wa Babilonia  ngũhe bũrũri ũyũ ũtuĩke waku .
kwa sababu atawaokoa watu kutoka dhambi zao . ,tondu ni akaahonokia andu kuuma mehia-ini mao . 
Kwa maana hiyo  makutano mengi ya watu kutoka,Ni undu ucio irindi nene cia andu kuuma Galili 
na wajakazi wake hata wakaweza kupata watoto .,na ngombo ciake makĩhota kũgĩa na ciana .
E kũu  akĩgayania njamba ciake cia ita ikundi,Huko  akaligawa jeshi lake katika makundi
Lakini kuzaliwa kwa Yesu Kristo kulikua hivi ,No guciaruo kwa Jesu Kristo gwatarii uu 
Tena shetani akampeleka ndani ya mji mtakatifu,Ningı mucukani akimutwara thiini wa ituura itheru
Kwa maana mfanyikazi anapaswa kupewa chakula .,Tondu muruti wira nia agiriire kuheo irio .
Nitatimiza ahadi niliyomwambia babako Abrahamu,Nĩngũhingia kĩrĩĩkanĩro ndeerĩire thooguo Aburahamu
Wafalme hao watano waliyaunganisha majeshi yao,Athamaki acio ataano magĩturanĩra mbũtũ ciao
Nikikuta watu hamsini wema kule mjini Sodoma ,Ingĩkora andũ mĩrongo ĩtaano athingu itũũrainĩ rĩa Sodomu 
Reubeni  elfu aruabaini na sita na mia tano .,Reubeni  Ngiri mĩrongo ĩna na ithathatũ na magana mataano .
wakamwambia mfalme jinsi Sarai alikua mrembo .,makĩĩra mũthamaki ũrĩa Sarai aarĩ mũthaka .
nitatumia nguvu zangu na kuipiga nchi ya Misri,nĩngaahũthĩra hinya wakwa herithie bũrũri wa Misiri
Kwa maana ni heri kiungo chako kimoja kisiwepo,Tondu ni kaba uuruo ni kiiga giaku kimwe
Kwa maana ni heri kiungo chako kimoja kisiwepo,Tondu ni kaba uuruo ni kiiga kimwe giaku
ama mikate ile saba iliyoliwa na wale elfu nne,kana migate iria mugwanja yariiruo ni aria ngiri inya
Mwenyezi-Mungu akashuka chini kuuona mji huo .,MWATHANI agĩikũrũka kuona itũũra rĩu .
Tubuni kwa maana ufalme wa mbinguni umekaribia,Mwırirei tondu uthamaki wa iguru ni ukuhiriirie
utawateua wawe waangalizi wa hema la mkutano ,matue a kũroraga Hema ya gũtũnganwo 
Hakuna mtu anapaswa kufanya hivyo umenitenda .,Gũtirĩ mũndũ wagĩrĩirwo nĩgwĩka ũguo ũnjĩkĩĩte .
Najua kwamba umefanya hivyo kwa moyo mnyofu ,nĩnjũũĩ wekire ũguo na thamiri ĩtarĩ na ũcuuke 
alipokuwa na umri wa miaka thelathini na nne ,aarĩ wa mĩaka mĩrongo ĩtatũ na ĩna 
Hawa ndio wazawa wa Tera yule alikua baba ya ,Ici nĩcio njiarwa cia Tera ũrĩa warĩ ithe wa 
Kwa hivyo Sarai akapelekwa nyumbani kwa mfalme,Kwa ũguo Sarai agĩtwarwo nyũmba kwa mũthamaki
awe ndiye uliyemchagulia mtumishi wako Isaka .,atuĩke nĩ we ũthuurĩire ndungata yaku Isaaka .
akafanya makao yake kati ya Kadeshi na Shuri .,agĩtũũra gatagatĩ ga Kadeshi na Shuru .
akafika mlimani  kile kitatkatifu cha Sinai .,agĩkinya kĩrĩmainĩ  kĩrĩa gĩtheru gĩa Sinai .
Mwenyezi-Mungu Mungu wa bwana wangu Abrahamu ,MWATHANI Ngai wa mũnene wakwa Aburahamu 
kumbuka kuwa husema vile amesikia kwa babake .,ririkana ati kaigaga uria kaiguite na ithe .
 Kufurahi  ni wale wenye njaa na kiu ya haki , Gukena-ri  ni aria mahutagira na makanyotera maundu ma uthingu 
Baada ya hayo  aliishi miaka mia mbili na saba,Thuutha ũcio aikarire mĩaka magana meerĩ na mũgwanja
naye akasema  “ Mimi ni mtumishi wa Abrahamu .,naake akiuga  “ Niĩ ndĩ ndungata ya Aburahamu .
Na vile walikuwa wakiteremka kutoka mlima huo ,Na riria maaikurukaga kuuma kirima-ini kiu 
 Kufurahi  ni wale huteswa kwa ajili ya haki , Gukena-ri  ni aria manyamaritio ni undu wa uthingu 
hata yeye Baba yenu hatawasamehe makosa yenu . ,o nake Ithe wanyu ndarimuohagira mehia manyu . 
hawakufanya vile mfalme wa Misri alivyowaamuru,matiigana gwĩka ũrĩa mũthamaki wa Misiri aamaathĩĩte .
kwa sababu wawili hao walikua na mifigo wengi ,tondũ eerĩ maarĩ na mahiũ maingĩ 
Isaka akawasindikiza na kuagana nao kwa amani .,Isaaka agĩcooka akĩmoigĩra ũhoro magĩtigana na thaayũ .
Tai walipoijia ile nyama   akawa anawafukuza .,Nderi igĩũka irĩe nyama icio  no we agĩciriĩra .
Lakini mtakua mkisaidiwa na roho wa Baba yenu .,No mugaakoruo mugiteithio ni roho wa Ithe wanyu .
Na wakati huo wakawacha jarife zao  wakamfuata,Na o hindi iyo magitiga neti ciao  makimurumirira
kuna jambo Mwenyezi-Mungu asiloliweza kufanya ?,kũrĩ ũndũ MWATHANI atangĩhota gwĩka ?
kuhani ataviweka kwenye moto juu ya madhabahu .,igũrũ wa ngũ iria irĩ mwakiinĩ kĩgongoona igũrũ .
lakini huoni boriti lile lililo jichoni mwako ?,no ndurarora rubito ruria ruri riitho riaku ?
alipata maono akaskia Mwenyezi-Mungu akimwambia,nĩagĩire na kĩoneki akĩigua MWATHANI akĩmwĩra
akajenga mji  akauita jina mwanawe la Henoki .,agĩaka itũũra  akĩrĩĩtania na mũũrũwe Enoku .
Sasa  mwanangu  sikiliza vile ninayokuagiza .,Rĩu mũũriũ thikĩrĩria ũrĩa ngũkwĩra .
hawapandi au kuvuna au kuweka chakula ghalani ,itihandaga kana ikagetha kana ikaigia irio makumbi 
“ Ikiwa mwanamke huyo atakataa tuje naye huku ,“Ĩ angĩkorwo mũirĩĩtu ndekwenda tũũke naake gũũkũ-rĩ 
mtu mmoja akaja kwake Yesu  akampigia magoti ,mundu umwe agiuka hari Jesu  akimuturiria maru 
mtu mmoja wangu angaliweza kulala na mke wako ,mũndũ ũmwe wakwa angĩrakoreetwo akomeete na mũtumia waku 
akamuuliza kuwa   Unafikiria vipi  Simioni ? ,akimuuria atiri   Ugwiciria atia  Simoni ? 
Kwa sababu ya kuwa wakunga hao walimcha Mungu ,Nĩ ũndũ wa gũkorwo atumia acio aciarithania nĩmaatĩĩĩte Ngai 
Naye babake akaitika  Wewe ndiwe na mwanangu ?,Naake ithe akĩmũcookeriac  Wee nĩ we ũ mũũriũ ?
umchukue binti mmoja wa mjombako Labani umuoe .,woe mũirĩĩtu ũmwe wa maamaguo Labani ũmũhikie .
Baada ya kujifunga kula chakula siku arubaini ,Thutha wa kwihinga kuria irio thiku mirongo ina 
huenda ikawa mna watu wema hamsini humo mjini .,Ĩ kũngĩkorwo kũrĩ na andũ mĩrongo ĩtaano athingu itũũrainĩ-rĩ 
Noa alipokuwa na umri wa miaka mia sita na moja,Noa aarĩ wa mĩaka magana matandatũ na ũmwe
kutoka wakati huo Yesu akaanza kuhubiri akisema,kuuma hindi iyo  Jesu akiambiriria kuhunjia akiugaga
akatoka ili afunzane na ahubiri miji mingine  .,akiumagara niguo akarutane na akahunjie matuura-ini mangi .
kwa maana zawadi yenyu ni kubwa kule mbinguni ,ni gukoruo kiheo kianyu ni kinene kuria iguru 
hata hakutakuwa na mtu atakaye weza kuwahesabu .,atĩ gũtirĩ mũndũ ũkaahota gũcitara .
akatazama miji ya Sodoma na Gomora na bonde lote,agĩcũũthĩrĩria matũũra ma Sodomu na Gomora o na gĩtuamba gĩothe
ili kujaribu ushahidi wa watu wawili au watatu ,niguo kugerera uira wa andu eri kana atatu 
Baada ya kumzaa Enoshi Sethi aliishi miaka 807,Thuutha ũcio Sethu aikarire mĩaka magana manaana na mũgwanja .
Mwenyezi-Mungu  Mungu wa bwana wangu Abrahamu ,MWATHANI  Ngai wa mũnene wakwa Aburahamu 
Abramu alipokuwa na umri wa miaka sabini na tano,Aburamu arĩ wa mĩaka mĩrongo mũgwanja na ĩtaano
Yakobo aliondoka Beer-sheba  akaelekea Harani .,Jakubu agĩkiuma Beerisheba akĩerekera Harani .
hata yeye Baba yenu hatawasamehea makosa yenu . ,o nake Ithe wanyu ndarimuohagira mehia manyu . 
Nao malaika walikuwa wakipanda na kushuka nayo .,nao araika makaambataga na magaikũrũkaga nayo .
hatawaacha mwende asipolazimishwa afanye hivyo .,ndemũreka mũthiĩ o tiga ahatĩrĩirio eeke ũguo .
nao wale waliokaa kivulini kile kiletacho kifo ,nao aria maikaraga kiiruru-ini kiria kirehaga gikuu 
Kisha akatoa vito vya fedha na dhahabu na nguo ,Igĩcooka ĩkĩruta mathaga ma betha na ma thahabu na nguo 
Baba yenu aliye mbiguni hata yeye atawasamehea ,Ithe wanyu wa iguru o nake ni arimuohagirira 
kwa sababu Mwenyezi-Mungu alimwambia Musa kuwa ,tondũ MWATHANI nĩerĩĩte Musa atĩrĩ 
wewe si mdogo kamwe kati ya miji yote ya Yudea ,ti we mũniini kũrĩ matũũra moothe ma Juda 
“Mwache msichana akae nasi kama siku kumi hivi ,“ Reke mũirĩĩtu aikarange na ithuĩ ta matukũ ikũmi ũguo 
 Yuko wapi mfalme huyo wa Wayahudi aliyezaliwa ?,Ari ku muthamaki ucio wa Ayahudi uciaritwo ?
tena ikiwa mkono wako wa kushoto ukate na uutupe,ningi angikoruo guoko gwaku kwa urio  gutinie ugute
Wazawa wako wataongezeka kama mavumbi ya dunia ,Njiarwa ciaku nĩikaingĩha o ta rũkũngũ rwa thĩ 
Wakajishonea majani ya mti  wakajifunika nayo .,Magĩgĩtumania mathangũ ma mũtĩ  makĩĩhumbĩra namo .
lakini wakamfanya mambo yale walitaka kumfanya .,no makimwika maundu maria meendaga kumwika .
na wakakwea mlima mrefu sana pasipo watu wengine,na  makiambata kirima-ini kinene muno hatari andu angi
Ukinijengea nyumba husemi kuwa kunakuja mwingine,Ugithondekera mucii ndungiuga ni urikora ungi
vile aliona kikundi akaenda mlimani akakaa chini,riria onire kirindi agithii kirimaini agiikara thi
Huyo ndiye habari yake ilinenwa na nabii Isaya ,Ucio niwe waritio uhoro wake ni munabii Isaia 
kwa maana  kama kondoo wasiokuwa na mchungaji .,tondu ta ngo'ndu itari na muriithi .
“ Nimempa ndugu yako vipande vya fedha elfu moja,“ Nĩndanengera mũrũ ũyũ wa maitũguo mbeeca ngiri ĩmwe
Tena  ikiwa mkono wako wa kulia linakukosesha ,Ningi angikoruo guoko gwaku kwa urio ni kurakuhingithia 
Ukimsikia mbuzi akilia  ni kwa sababu ameumwa .,Ungiigua mburi igikaya  ni tondu ni nume .
alikua mtu mcha Mungu na hakupenda kumwaibisha ,aari mundu muthingu na ndendaga kumuconorithia 
hupenda kuomba wamesimama masinagogini na njiani,mendaga kuhoya marugamite thunagogiini na njiraini
Chakula cha kuiva vizuri huiva na maji ya kwanza,Irio cia  kuhia  wega ihiaga na mai ma mbere
na ng`ambo ule mwingine wa Yordani  ukamfuata .,Riria onire kirindi kia andu 
Na mwandishi wa sheria  mmoja akaja akamwambia ,Na mwandiki-Watho umwe agiuka akimwira 
Gharika ilidumu nchini kwa muda wa siku arubaini,Mũiyũro wa maaĩ nĩwathiire na mbere matukũ mĩrongo ĩna
Manase  elfu thelathini na mbili na mia mbili .,Manase  Ngiri mĩrongo ĩtatũ na igĩrĩ na magana meerĩ .
Abrahamu akamtahiri kama alivyoamriwa na Mungu .,Aburahamu agĩkaruithia o ta ũrĩa Ngai aathanĩĩte .
Benyamini  elfu thelathini na tano na mia nne .,Benjamini  Ngiri mĩrongo ĩtatũ na ithaano na magana mana .
chakula chake kilikuwa nzige na asali ya mwitu .,irio ciake ciari ngigi na uuki wa githaka .
naye akupeane kwa askari  upelekwe gerezani . ',nake akuneane kuri muthigari uikio njera . '
Ndege wote  wanyama wote  hata wanadamu wote .,nyoni ciothe  nyamũ ciothe  o na andũ oothe .
“ Nimeyaona mateso ya watu wangu walioko Misri ,“ Nĩndĩkĩĩtie kuona mĩnyamaaro ya andũ aakwa arĩa me Misiri 
ujionee nchi hiyo yote kwa maana nitakupa wewe .,ũkeerorere bũrũri ũcio wothe amu nĩwe ngũhe
Isaka alikuwa na miaka arubaini alipomwoa Rebeka,Isaaka arĩ wa mĩaka mĩrongo ĩna akĩhikia Rebeka
 Mwenyezi-Mungu  ikiwa wawezapenda  nitakase . , MWathani  angikoruo no wende  theria . 
Mtumishi huyo aliyekuwa akichnga mali ya Abrahamu,Ndungata ĩyo yaroraga indo cia Aburahamu
“ Kila mtoto wa kiume atakayezaliwa kwa Waebrania,“ Kaana o goothe ga kahĩĩ karĩciaragwo nĩ Ahibirania
ama na dunia kwa maana hiyo ndipo pa miguu yake ,kana na thi tondu niho ha makinya make 
Sethi alikuwa na umri wa miaka mia moja na tano ,Sethu arĩ wa mĩaka igana na ĩtaano 
kiongozi mmoja akaja  akamsujudia  akamwambia ,mutongoria umwe agiuka  akimuinamirira  akimwira 
ili atimmize habari ile ilinenwa na nabii Isaya ,niguo ahingie uhoro uria waaririo  ni munabii Isaia 
na hilo ni jambo la kuwaonesha watu wote mlio nao,na ũcio nĩ ũndũ wa kuonia andũ oothe arĩa mwĩ nao
Naye Baba yenu yule aonaye lwa siri atawabariki .,Nake Ithe wanyu uria wonaga ari hitho-ini ni arimurathimaga.
Mwamzoni watu wote duniani walikuwa na lugha moja,kĩambĩrĩriainĩ andũ a thĩ yothe maarĩ na rũthiomi rũmwe
yule yeyote awapokea nyinyi hunipokea hata mimi .,uria wothe umwamukagira inyui ni anyamukagira o na nii .
ukimfungua kinywa  utapata fedha ya shaba hapo .,wamihingura kanua ni ugukora mbeca ya betha ho .
Mwenyezi-Mungu alipoona Mose akikaribia kichaka ,MWATHANI oonire Musa agĩkuhĩrĩria kĩhinga 
Kwako wewe  nitayabariki mataifa yote ya dunia .,Andũ a ndũũrĩrĩ ciothe nĩmakaaraathimwo na ũndũ waku .
Wakati huo Isaka alikuwa akiishi karibu na kisima,Hĩndĩ ĩyo Isaaka aatũũraga hakuhĩ na gĩthima
Tulikutendea mema na tukakuacha uende kwa amani .,Twagwĩkire wega na tũkĩreka ũthiĩ na thaayũ .
nacho pia wakakigombania hivyo akakiita  Sitna .,o na kĩu gĩkĩgĩa ngarari na kwoguo agĩgĩtua  Ũthũ .
mambo yale niliwaambia gizani  yasemeni nuruni .,maundu maria ndimwiragira nduma-ini  moigei utheri-ini .
 Endeni mjue vizuri habari inayohusu mtoto huyo , Thiii mutuirie wega uhoro wigii mwana ucio 
Mwenyezi-Mungu akafanya agano na Abramu akasema .,MWATHANI agĩthondeka kĩrĩĩkanĩro na Aburamu akiuga .
Na waandishi wa sheria wengine wakaambiana kuwa ,Na andiki-Watho amwe makiirana atiri 
akampimia Efroni fedha alichotaja mbele ya watu ,agĩthimĩra Efironi mbeeca iria aagweteete mbere ya andũ 
kama vile Baba yenu wa mbiguni alivyo mkamilifu .,ta uria Ithe wanyu wa iguru ari mukinyaniru .
watu wote wa mji huo wakateremka wakamlaki Yesu ,andu othe a tauni iyo makiumururuka magatunge Jesu 
Na  wakaona Musa na Eliya wakizungumza na Yesu .,Na  makiona Musa na Elija makiaria na Jesu .
Kwa hivyo  ikiwa mkono au mguu wako unakukosesha,kwoguo  angikoruo guoko kana kuguru gwaku ni kurakuhingithia
akafanya kama vile malaika wa Yehova alimwambia ,agika o uria muraika wa Jehova aamwirite 
Nilienda jikoni lakini mlango ulikuwa umefungwa .,Thiire riko no murango uma muhinge .
wakiwadharau mji mmoja  kimbilieni mji mwingine .,mangikamunyarira ituura-ini rimwe urirai ituura-ini ringi .
ni nini kinasababisha kichaka kisiweze kungua . ”,nĩ kĩĩ kĩratũma kĩhinga kĩage kũhĩa . ”
Watu wale waliokaa gizani waliona mwanga mkubwa ,Andu aria maikaraga nduma-ini ni moonire utheri munene 
Naye Baba yenu yule aonaye kwa siri atawabariki .,Nake Ithe wanyu uria wonaga ari hitho-ini ni arimurathimaga .
Kwa hivyo  watu hao mtawajua kupitia mazao yao .,Kwoguo-ri  andu acio ni murimamenyaga kugerera maciaro mao .
makuhani watapanga kuni vizuri juu ya madhabahu ,athĩnjĩri maare ngũ wega igũrũ wa kĩgongoona kĩu 
Kaini akakasirika sana na uso wake ukakunjamana .,Kaini agĩkĩraakara na agĩtuka gĩthiithi .
Marafiki zake walimsaidia kupigana na adui yake .,Arata ake mamuteithirie kurua na thu yake .
Loti akatoka akaenda kwa vijana ambao wa walitaka,Loti akiumagara agĩthiĩ kũrĩ aanake arĩa meendaga
akawa ashapata mimba kwa njia ya roho mtakatifu ,agikoruo agiite nda na njira ya roho mutheru 
pamoja na hivyo wacheni mwanga wenu umulikie watu,undu umwe na uguo rekei utheri wanyu utheragire andu
na mimi na Isaka tupande kule tukamwabudu Mungu ,na niĩ na Isaaka twambate kũũrĩa tũgathaathaiye Ngai 
na kuyaona mambo ambayo watu wa Misri wanatenda .,na nĩnyoneete maũndũ marĩa andũ a Misiri marameeka .
ili maneno yaliyoandikwa na nabii Isaya yatimie ,niguo ciugo iria ciaandikiruo ni munabii Isaia ihinge 
wakamjengea mfalme wa Misri miji ya kuwekea akiba,magĩgĩakĩra mũthamaki wa Misiri matũũra ma kũigwo indo
Wazawa wako watarudi hapa katika kizazi cha nne ,Njiarwa ciaku igaacooka gũũkũ rũciaroinĩ rwa kana 
 Mzee hutu  shamba la vipande vya fedha mia nne ,“ Mũthuuri ũyũ  mũgũnda wa icunjĩ cia betha magana mana-rĩ 
Yuko wapi mtoto Mfalme wa Wayahudi aliyezaliwa ?,Urĩa ũciarĩĩtwo arĩ mũthamaki wa Ayahudi arĩ kũ ?
Naye Yohana huyo alijivika nguo za singa ya ngamia,Nake Johana ucio eehumbaga nguo cia guoya wa ngamira
Musa akiwaandika watu majina kule jangwani Sinai ,Musa aandĩkĩire andũ marĩĩtwa werũinĩ wa Sinai 
Nitawatoa nchi ya Misri na kuwapeleka nchi kubwa ,Ngũmaruta bũrũri wa Misiri ndĩmatware bũrũriinĩ mwariĩ 
watoto wadogo wale wameonyesha imani kwangu mimi ,twana tunini aria monanitie witikio hari nii 
kwa sababu hautaendelea kusimamia nyumba yangu . ',ni gukoruo nduguthii na mbere kurugamirira nyumba yakwa . '
Gadi  elfu arubaini na tano mia sita na hamsini .,Gadi  Ngiri mĩrongo ĩna na ithaano na magana matandatũ na mĩrongo ĩtaano .
Nimekusikia u bustanini . nikaogopa na kujificha .,Ndakũigua wĩ mũgũnda . ndaigua guoya ndehitha .
mtu huyo anayetoa sadaka hiyo aanze kwa kuviosha ,mũndũ ũcio ũraruta igongoona rĩu aambe acithambie 
Usiku huohuo Mwenyezi-Mungu alimtokea akamwambia ,Ũtukũ o ro ũcio MWATHANI nĩamuumĩrĩire akĩmwĩra 
lakini hakupendezwa na Kaini wala na sadaka yake .,no ndakenirio nĩ Kaini na igongoona rĩake .
tena vile mtaomba msifanye kama watu wale wanafiki,ningi riria mukuhoya mutigekage ta andu aria hinga
nitamficha Abrahamu jambo ambalo nimepanga kutenda,nĩngũhitha Aburahamu ũrĩa ndĩrenda gwĩka
Ulikataa hukunijulisha kuwa ni mke wako kwa nini ?,Ũraregire kũũnjĩĩra atĩ nĩ mũtumia waku nĩkĩ ?
na mtu mwenye akikuamuru uenende naye maili moja ,na mundu angigwatha uthii nake mairo imwe 
Henoki alipokuwa na umri wa miaka sitini na tano .,Enoku arĩ wa mĩaka mĩrongo ĩtandatũ na ĩtaano .
na vile alikuwa akienda karibu na ziwa la Galilaya,na riria aathiagira hakuhi na iria ria galili
wakawafukuza hadi mpakani mwa jangwa la Elparani .,makĩmatindĩka nginya rũteereinĩ rwa werũ wa Eliparani .
na wakati alisikia Yohana yuko jela akaenda Galili,na riria aaiguire ati Yohana ee jera agithii Galili
 Bwana wangu  mimi sifai kukushika ugeni kwangu ,Mwathi wakwanii ndiri mwagiriru wa gukunyita ugeni gwakwa 
Naye Mungu akaangalia vitu vyote ambavyo aliumba ,Naake Ngai agicuuthiriria indo ciothe iria oombite 
na nikiambia mwengine ' Kuja ! ' ni kuja atakuja ,na ingira ungi ' Uka ! '  no guka okaga 
Yesu akarudi akamwambia mkuu yule wa askari kuwa ,Jesu agicoka akira munene ucio wa thigari atiri 
Naye mfalme akawaamuru watu wake wote akawaambia ,Naake mũthamaki agĩgĩatha andũ aake oothe akĩmeera 
Wanafunzi walikula chakula vile walikuwa na Yesu .,Arutwo mariire irio riria maari na Jesu .
alilipeleka mifugo upande ule mwingine wa jangwa ,nĩatwarire ũhiũ mwena ũũrĩa ũngĩ wa werũ
 Kufurahi  ni nyinyi wakati watu watakapowakejeli, Gukena-ri  ni inyui riria andu mekumunyururia
kufurahi ni wale wapole kwa maana watagawiwa dunia,gukenari ni aria ahooreri ni gukoruo ni makagaya thi
Sara aliishi miaka miaka mia moja ishirini na sana,Sara aatũũrire mĩaka igana na mĩrongo ĩĩrĩ na mũgwanja
akaenda akaanza kuishi Kapernaumu karibu na ziwa ,agithii akiambiriria guikara Kaperinaumu hakuhi na iria 
 Tubuni  kwa sababu ufalme wa mbiguni umejaribia , Mwirirei  tondu Uthamaki wa iguru ni ukuhiriire . 
kisha akamwambia mtu huyo aliyepooza viungo kuwa ,agicoka akira mundu ucio wakuite ciiga atiri 
nayo itakunalika ka sadaka ya kumfanya asamehewe .,nayo ĩgĩĩtĩkĩrĩke ta igongoona rĩa gũtũma ahoroherio .
ni kwa sababu haitakua ninyi mtakuwa mkizungumza .,ni gukoruo ti inyui mugaakoruo mukiaria .
kwa maana Mwenyezi-Mungu amesababisha nifanikiwe .,amu MWATHANI nĩatũmĩĩte hootane .
akamlaki Hagari penye chemchemi ya maji jangwani ,agĩtũnga Hagari handũ haarĩ na gĩthima werũinĩ 
Wakamwambia kuwa  Ndani ya Bethilehemu ya Yudea ,Makimwira atiri   Thiini wa Bethilehemu ya Judea 
Ni wao watakuwa wakilibeba pamoja na vyombo vyake ,Nĩ o marĩmĩkuuaga o hamwe na indo ciayo 
naye yule hunipokea hupokea hadi yule aliyenituma .,nake uria unyamukagira amukagira nginya uria wandumire .
Wakulima wa mahindi waliteta kwa sababu ya malipo .,Arimi a mbembe matetire ni undu wa marihi .
Hiya ndiyo majina ya wanafunzi hao kumi na wawili .,Maya nimo maritwa ma arutwo acio ikumi na eri .
na vikapu vile vyote vikubwa mlikusanya iliyobaki ?,na ikabu iria ciothe nene muonganirie yatigara ?
Yesu akawatuma hao kumi na wawili  akawaambia hivi,Jesu agituma acio ikumi na eri  akimeera uu 
naye Baba yenu yule aonaye akiwa sirini atawabariki,nake Ithe wanyu uria wonaga ari hithoini ni arimurathimaga
 Msimwammbie mtu hata iwe nani habari ya maono hayo, Mutikeere mundu o na uriku uhoro wa kioneki kiu
mambo haya yote nitakupa ukinipigia magoti uniabudu,maundu maya mothe ni ngukuhe unginduriria maru uthathaiye
Baada ya Yesu na wanafunzi wake kufika Yerusalemu ,Thutha wa Jesu na arutwo ake gukinya Kaperinaumu 
nakuomba unipe mafanikio kwenye jambo nalolifanya .,ndakũhooya ũhe ũhootani ũndũinĩ ũrĩa ndĩreeka .
Dakitari alisema tunywe maji glasi saba kila siku .,Ndagitari aiigire tunyuage mai ngirathi mugwanja o muthenya.
Lakini Yesu akaita wanafunzi wake akawaambia kuwa ,No Jesu agita arutwo ake akimeera atiri 
na ni atamlipa kila mtu kulingana na matendo yake .,na ni akaariha o mundu kuringana na ciiko ciake .
atawaletea hao makuhani wa Mungu wa ukoo wa Aroni .,aũtwarĩre athĩnjĩri Ngai a mbarĩ ya Harũni .
Watu wanapenda kufuga wanyama wao manyumbani kwao .,Andu mendete kuriithiria nyamu ciao mici-ini yao .
Hao ndio waliochaguliwa miongoni mwa jumuiya yote ,Acio nĩ o maathuurirwo kuuma harĩ mũingĩ 
